system,distributor,mode,expected_us,duration_s,nodes,world_size,workers,max_upper_fanout,total_tasks,elapsed_s,throughput_tasks_per_s
aurora,hierarchical_lockfree_rma,fixed,10000,20,64,6528,6527,0,12691243,20.0007,634539
aurora,hierarchical_lockfree_rma,fixed,10000,20,64,6528,6527,-1,12546330,20.0005,627300
aurora,naive,fixed,100000,20,64,6528,6527,-1,1061112,20.4015,52011.6
aurora,hierarchical,fixed,100000,20,64,6528,6527,0,1214282,21.0313,57736.9
aurora,hierarchical,fixed,100000,20,64,6528,6527,-1,1140184,21.2143,53745.9
aurora,lockfree_rma,fixed,100000,20,64,6528,6527,-1,1203036,20.0008,60149.3
aurora,hierarchical_lockfree_rma,fixed,100000,20,64,6528,6527,0,1286137,20.0012,64303.1
aurora,hierarchical_lockfree_rma,fixed,100000,20,64,6528,6527,-1,1285544,20.0014,64272.7
aurora,naive,fixed,1000000,20,64,6528,6527,-1,156560,25.0964,6238.35
aurora,hierarchical,fixed,1000000,20,64,6528,6527,0,181018,29.0271,6236.17
aurora,hierarchical,fixed,1000000,20,64,6528,6527,-1,169798,29.9093,5677.1
aurora,naive,fixed,10,20,128,13056,13055,-1,10004231,20.0413,499180
aurora,hierarchical,fixed,10,20,128,13056,13055,0,30572830,20.3937,1.49913e+06
aurora,hierarchical,fixed,10,20,128,13056,13055,-1,26653734,20.4534,1.30315e+06
aurora,lockfree_rma,fixed,10,20,128,13056,13055,-1,3236521,20.0037,161796
aurora,hierarchical_lockfree_rma,fixed,10,20,128,13056,13055,0,258742193,20.0007,1.29366e+07
aurora,hierarchical_lockfree_rma,fixed,10,20,128,13056,13055,-1,64387190,20.0005,3.21928e+06
aurora,naive,fixed,100,20,128,13056,13055,-1,10928945,20.0402,545352
aurora,hierarchical,fixed,100,20,128,13056,13055,0,32068684,20.3682,1.57445e+06
aurora,hierarchical,fixed,100,20,128,13056,13055,-1,29339696,20.1603,1.45532e+06
aurora,lockfree_rma,fixed,100,20,128,13056,13055,-1,3179265,20.0254,158762
aurora,hierarchical_lockfree_rma,fixed,100,20,128,13056,13055,0,267456488,20.0014,1.33719e+07
aurora,hierarchical_lockfree_rma,fixed,100,20,128,13056,13055,-1,62968242,20.0009,3.14827e+06
aurora,naive,fixed,1000,20,128,13056,13055,-1,7784549,20.0909,387466
aurora,hierarchical,fixed,1000,20,128,13056,13055,0,21809454,20.3816,1.07006e+06
aurora,hierarchical,fixed,1000,20,128,13056,13055,-1,87014620,20.0855,4.33222e+06
aurora,lockfree_rma,fixed,1000,20,128,13056,13055,-1,3614229,20.0361,180385
aurora,hierarchical_lockfree_rma,fixed,1000,20,128,13056,13055,0,205153811,20.001,1.02572e+07
aurora,hierarchical_lockfree_rma,fixed,1000,20,128,13056,13055,-1,81830273,20.0016,4.09119e+06
aurora,naive,fixed,10000,20,128,13056,13055,-1,7565664,20.364,371522
aurora,hierarchical,fixed,10000,20,128,13056,13055,0,17599142,20.4348,861234
aurora,hierarchical,fixed,10000,20,128,13056,13055,-1,15323720,20.7109,739888
aurora,lockfree_rma,fixed,10000,20,128,13056,13055,-1,3519062,20.0209,175769
aurora,hierarchical_lockfree_rma,fixed,10000,20,128,13056,13055,0,25173076,20.0012,1.25858e+06
aurora,hierarchical_lockfree_rma,fixed,10000,20,128,13056,13055,-1,24749487,20.0007,1.23743e+06
aurora,naive,fixed,100000,20,128,13056,13055,-1,2111884,20.597,102534
aurora,hierarchical,fixed,100000,20,128,13056,13055,0,2429572,21.1268,114999
aurora,hierarchical,fixed,100000,20,128,13056,13055,-1,2220486,21.1482,104996
aurora,lockfree_rma,fixed,100000,20,128,13056,13055,-1,1994349,20.0192,99621.9
aurora,hierarchical_lockfree_rma,fixed,100000,20,128,13056,13055,0,2562476,20.0005,128120
aurora,hierarchical_lockfree_rma,fixed,100000,20,128,13056,13055,-1,2553559,20.0005,127675
aurora,naive,fixed,1000000,20,128,13056,13055,-1,313156,25.3189,12368.5
aurora,hierarchical,fixed,1000000,20,128,13056,13055,0,362266,30.002,12074.7
aurora,hierarchical,fixed,1000000,20,128,13056,13055,-1,339818,29.4287,11547.2
