system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker
frontier,probe,32,288,287,4,5,7306981,1.4614e+06,5091.97
frontier,noprobe,32,288,287,4,5,7256915,1.45138e+06,5057.08
frontier,oneway,32,288,287,4,5,7600916,1.52018e+06,5296.81
