system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker,exclude_root_node
frontier,probe,16,144,135,4,5,1223426,244685,1812.48,1
frontier,noprobe,16,144,135,4,5,2065143,413029,3059.47,1
frontier,oneway,16,144,135,4,5,2117161,423432,3136.53,1
