system,distributor,mode,expected_us,duration_s,nodes,world_size,workers,max_upper_fanout,total_tasks,elapsed_s,throughput_tasks_per_s
frontier,hierarchical,uniform,1000,20,2,112,111,0,2173920,20.0076,108655
frontier,hierarchical,uniform,10000,20,2,112,111,0,218790,20.0931,10888.8
frontier,hierarchical,uniform,100000,20,2,112,111,0,22462,20.8268,1078.51
frontier,hierarchical,uniform,1000000,20,2,112,111,0,2842,27.7862,102.281
frontier,lockfree_rma,fixed,10,20,2,112,111,-1,10133548,20.0002,506672
frontier,lockfree_rma,fixed,100,20,2,112,111,-1,9585236,20,479261
frontier,lockfree_rma,fixed,1000,20,2,112,111,-1,2029413,20.0001,101470
frontier,lockfree_rma,fixed,10000,20,2,112,111,-1,219464,20.0001,10973.1
frontier,lockfree_rma,fixed,100000,20,2,112,111,-1,22089,20.0001,1104.45
frontier,lockfree_rma,fixed,1000000,20,2,112,111,-1,2109,20.0001,105.45
frontier,lockfree_rma,uniform,10,20,2,112,111,-1,10111514,20.0001,505573
frontier,lockfree_rma,uniform,100,20,2,112,111,-1,9492272,20.0001,474611
frontier,lockfree_rma,uniform,1000,20,2,112,111,-1,2019195,20.0001,100959
frontier,lockfree_rma,uniform,10000,20,2,112,111,-1,219277,20.0002,10963.8
frontier,lockfree_rma,uniform,100000,20,2,112,111,-1,22095,20,1104.75
frontier,lockfree_rma,uniform,1000000,20,2,112,111,-1,2058,20.0001,102.899
frontier,hierarchical_lockfree_rma,fixed,10,20,2,112,111,-1,7600225,20.0001,380010
frontier,hierarchical_lockfree_rma,fixed,100,20,2,112,111,-1,8122348,20.0001,406116
frontier,hierarchical_lockfree_rma,fixed,1000,20,2,112,111,-1,1974943,20.0002,98746.1
frontier,hierarchical_lockfree_rma,fixed,10000,20,2,112,111,-1,216094,20.0002,10804.6
frontier,hierarchical_lockfree_rma,fixed,100000,20,2,112,111,-1,21691,20.0001,1084.55
frontier,hierarchical_lockfree_rma,fixed,1000000,20,2,112,111,-1,2071,20,103.55
frontier,hierarchical_lockfree_rma,uniform,10,20,2,112,111,-1,7596140,20.0001,379805
frontier,hierarchical_lockfree_rma,uniform,100,20,2,112,111,-1,8568043,20,428401
frontier,hierarchical_lockfree_rma,uniform,1000,20,2,112,111,-1,2063397,20.0002,103169
frontier,hierarchical_lockfree_rma,uniform,10000,20,2,112,111,-1,216166,20.0002,10808.2
frontier,hierarchical_lockfree_rma,uniform,100000,20,2,112,111,-1,21630,20.0001,1081.5
frontier,hierarchical_lockfree_rma,uniform,1000000,20,2,112,111,-1,2092,20.0001,104.599
frontier,hierarchical_lockfree_rma,fixed,10,20,2,112,111,0,7601920,20.0001,380094
frontier,hierarchical_lockfree_rma,fixed,100,20,2,112,111,0,8129922,20.0001,406494
frontier,hierarchical_lockfree_rma,fixed,1000,20,2,112,111,0,1967895,20.0002,98393.9
frontier,hierarchical_lockfree_rma,fixed,10000,20,2,112,111,0,216169,20.0002,10808.3
frontier,hierarchical_lockfree_rma,fixed,100000,20,2,112,111,0,21691,20.0001,1084.54
frontier,hierarchical_lockfree_rma,fixed,1000000,20,2,112,111,0,2071,20.0001,103.55
frontier,hierarchical_lockfree_rma,uniform,10,20,2,112,111,0,7595434,20.0002,379768
frontier,hierarchical_lockfree_rma,uniform,100,20,2,112,111,0,8559220,20.0001,427960
frontier,hierarchical_lockfree_rma,uniform,1000,20,2,112,111,0,2063918,20.0001,103195
frontier,hierarchical_lockfree_rma,uniform,10000,20,2,112,111,0,216116,20.0001,10805.7
frontier,hierarchical_lockfree_rma,uniform,100000,20,2,112,111,0,21584,20.0001,1079.19
frontier,hierarchical_lockfree_rma,uniform,1000000,20,2,112,111,0,2101,20.0001,105.05
