system,distributor,mode,expected_us,duration_s,nodes,world_size,workers,max_upper_fanout,total_tasks,elapsed_s,throughput_tasks_per_s
aurora,hierarchical,uniform,10,20,128,13056,13055,0,29458288,20.6309,1.42787e+06
aurora,hierarchical,uniform,10,20,128,13056,13055,-1,25323208,20.8075,1.21702e+06
aurora,lockfree_rma,uniform,10,20,128,13056,13055,-1,3237890,20.0024,161875
aurora,hierarchical_lockfree_rma,uniform,10,20,128,13056,13055,0,254000000,20.0001,1.26999e+07
aurora,hierarchical_lockfree_rma,uniform,10,20,128,13056,13055,-1,62981126,20.0009,3.14892e+06
aurora,naive,uniform,100,20,128,13056,13055,-1,10667322,20.1771,528686
aurora,hierarchical,uniform,100,20,128,13056,13055,0,32128482,20.3854,1.57605e+06
aurora,hierarchical,uniform,100,20,128,13056,13055,-1,28970690,20.5006,1.41317e+06
aurora,lockfree_rma,uniform,100,20,128,13056,13055,-1,3005776,20.0269,150087
aurora,hierarchical_lockfree_rma,uniform,100,20,128,13056,13055,0,266000000,20.0066,1.32956e+07
aurora,hierarchical_lockfree_rma,uniform,100,20,128,13056,13055,-1,61371831,20.0013,3.06839e+06
aurora,naive,uniform,1000,20,128,13056,13055,-1,7469350,20.2967,368008
aurora,hierarchical,uniform,1000,20,128,13056,13055,0,21051586,20.4878,1.02752e+06
aurora,hierarchical,uniform,1000,20,128,13056,13055,-1,97783140,20.7538,4.71158e+06
aurora,lockfree_rma,uniform,1000,20,128,13056,13055,-1,3057390,20.0641,152381
aurora,hierarchical_lockfree_rma,uniform,1000,20,128,13056,13055,0,213034368,20.001,1.06512e+07
aurora,hierarchical_lockfree_rma,uniform,1000,20,128,13056,13055,-1,61050571,20.001,3.05237e+06
aurora,naive,uniform,10000,20,128,13056,13055,-1,7195996,20.333,353908
aurora,hierarchical,uniform,10000,20,128,13056,13055,0,16506046,20.4388,807585
aurora,hierarchical,uniform,10000,20,128,13056,13055,-1,13009150,20.6728,629289
aurora,lockfree_rma,uniform,10000,20,128,13056,13055,-1,3101757,20.0253,154892
aurora,hierarchical_lockfree_rma,uniform,10000,20,128,13056,13055,0,25003655,20.0012,1.25011e+06
aurora,hierarchical_lockfree_rma,uniform,10000,20,128,13056,13055,-1,24781066,20.0008,1.239e+06
aurora,naive,uniform,100000,20,128,13056,13055,-1,2151979,20.6888,104016
aurora,hierarchical,uniform,100000,20,128,13056,13055,0,2370582,21.2226,111701
aurora,hierarchical,uniform,100000,20,128,13056,13055,-1,2163322,21.2784,101667
aurora,lockfree_rma,uniform,100000,20,128,13056,13055,-1,2290937,20.0003,114545
aurora,hierarchical_lockfree_rma,uniform,100000,20,128,13056,13055,0,2524241,20.0007,126207
aurora,hierarchical_lockfree_rma,uniform,100000,20,128,13056,13055,-1,2516378,20.0005,125816
aurora,naive,uniform,1000000,20,128,13056,13055,-1,311299,26.3258,11824.8
aurora,hierarchical,uniform,1000000,20,128,13056,13055,0,360246,30.2349,11914.9
aurora,hierarchical,uniform,1000000,20,128,13056,13055,-1,341442,30.241,11290.7
