system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker,exclude_root_node
frontier,probe,1024,9216,9207,4,5,1142297,228459,24.8137,1
frontier,noprobe,1024,9216,9207,4,5,1910198,382040,41.4945,1
frontier,oneway,1024,9216,9207,4,5,592197,118439,12.8641,1
