system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker,exclude_root_node
frontier,probe,4,36,27,4,5,1213015,242603,8985.3,1
frontier,noprobe,4,36,27,4,5,2043542,408708,15137.3,1
frontier,oneway,4,36,27,4,5,2404576,480915,17811.7,1
