system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker,exclude_root_node
frontier,probe,512,4608,4599,4,5,1176519,235304,51.1641,1
frontier,noprobe,512,4608,4599,4,5,1995736,399147,86.79,1
frontier,oneway,512,4608,4599,4,5,992271,198454,43.1516,1
