system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker,exclude_root_node
frontier,probe,2048,18432,18423,4,5,936252,187250,10.1639,1
frontier,noprobe,2048,18432,18423,4,5,989308,197862,10.7399,1
frontier,oneway,2048,18432,18423,4,5,1175466,235093,12.7609,1
