system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker,exclude_root_node
frontier,probe,64,576,567,4,5,1210168,242034,426.867,1
frontier,noprobe,64,576,567,4,5,2027333,405467,715.109,1
frontier,oneway,64,576,567,4,5,1160231,232046,409.253,1
