system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker
frontier,probe,64,576,575,4,5,7346349,1.46927e+06,2555.25
frontier,noprobe,64,576,575,4,5,7233812,1.44676e+06,2516.11
frontier,oneway,64,576,575,4,5,7658498,1.5317e+06,2663.83
