system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker,exclude_root_node
frontier,probe,128,1152,1143,4,5,1208654,241731,211.488,1
frontier,noprobe,128,1152,1143,4,5,2043500,408700,357.568,1
frontier,oneway,128,1152,1143,4,5,1097569,219514,192.051,1
