system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker,exclude_root_node
frontier,probe,256,2304,2295,4,5,1209398,241880,105.394,1
frontier,noprobe,256,2304,2295,4,5,2031238,406248,177.014,1
frontier,oneway,256,2304,2295,4,5,896763,179353,78.1493,1
