src_rank,dst_rank,direction,msg_bytes,iters,avg_rtt_seconds,latency_seconds,bandwidth_MBps
4,26,b->a,1024,100,8.98216999985e-06,4.49108499993e-06,228.007263282
4,26,a->b,2048,100,9.18387000183e-06,4.59193500092e-06,445.999344414
4,26,b->a,2048,100,9.17774000072e-06,4.58887000036e-06,446.297236539
4,26,a->b,4096,100,9.45097999875e-06,4.72548999937e-06,866.788417824
4,26,b->a,4096,100,9.46759000044e-06,4.73379500022e-06,865.267718566
4,26,a->b,8192,100,1.03229699994e-05,5.16148499969e-06,1587.14013515
4,26,b->a,8192,100,1.03210199995e-05,5.16050999977e-06,1587.44000116
4,26,a->b,16384,100,1.20310800003e-05,6.01554000013e-06,2723.6125102
4,26,b->a,16384,100,1.20160400002e-05,6.00802000008e-06,2727.02154783
4,26,a->b,32768,100,2.93402700004e-05,1.46701350002e-05,2233.65360984
4,26,b->a,32768,100,2.94428699999e-05,1.4721435e-05,2225.86996445
4,26,a->b,65536,100,3.46122700012e-05,1.73061350006e-05,3786.86517803
4,26,b->a,65536,100,3.44918499991e-05,1.72459249995e-05,3800.0861074
4,26,a->b,131072,100,4.21992499992e-05,2.10996249996e-05,6212.05353188
4,26,b->a,131072,100,4.20934199997e-05,2.10467099998e-05,6227.6716884
4,26,a->b,262144,100,6.27855799985e-05,3.13927899992e-05,8350.45244485
4,26,b->a,262144,100,6.18880299999e-05,3.09440149999e-05,8471.55742397
4,26,a->b,524288,100,9.86039899999e-05,4.9301995e-05,10634.2147007
4,26,b->a,524288,100,9.85746599986e-05,4.92873299993e-05,10637.3788154
4,26,a->b,1048576,100,0.000177082319999,8.85411599995e-05,11842.8084747
4,26,b->a,1048576,100,0.000175162350001,8.75811750007e-05,11972.6185449
4,26,a->b,2097152,100,0.0003496451,0.00017482255,11995.8895463
4,26,b->a,2097152,100,0.00035173408,0.00017586704,11924.6448908
4,26,a->b,4194304,100,0.00070827751,0.000354138755,11843.6740989
4,26,b->a,4194304,100,0.0007102158,0.0003551079,11811.3508598
4,26,a->b,8388608,100,0.00142189204,0.00071094602,11799.2192994
4,26,b->a,8388608,100,0.0014234384,0.0007117192,11786.4011537
4,26,a->b,16777216,100,0.00284852465,0.001424262325,11779.5828097
4,26,b->a,16777216,100,0.00284412898,0.00142206449,11797.7884393
4,26,a->b,33554432,100,0.00569697617,0.002848488085,11779.7340198
4,26,b->a,33554432,100,0.00571296232,0.00285648116,11746.7716818
4,27,a->b,1,100,7.55582000011e-06,3.77791000005e-06,0.264696617968
4,27,b->a,1,100,7.4890399992e-06,3.7445199996e-06,0.267056925883
4,27,a->b,2,100,7.53228000121e-06,3.76614000061e-06,0.53104770393
4,27,b->a,2,100,7.50866999851e-06,3.75433499926e-06,0.532717511995
4,27,a->b,4,100,7.41594000147e-06,3.70797000073e-06,1.07875737916
4,27,b->a,4,100,7.49635000147e-06,3.74817500074e-06,1.06718603032
4,27,a->b,8,100,7.5042200001e-06,3.75211000005e-06,2.13213365277
4,27,b->a,8,100,7.55085000037e-06,3.77542500019e-06,2.11896673874
4,27,a->b,16,100,7.47777000015e-06,3.73888500008e-06,4.27935066194
4,27,b->a,16,100,7.58762000032e-06,3.79381000016e-06,4.2173962321
4,27,a->b,32,100,7.45963999861e-06,3.72981999931e-06,8.57950249769
4,27,b->a,32,100,7.46598999967e-06,3.73299499984e-06,8.57220542792
4,27,a->b,64,100,7.506930001e-06,3.7534650005e-06,17.0509116221
4,27,b->a,64,100,7.5286099991e-06,3.76430499955e-06,17.0018104292
4,27,a->b,128,100,8.51927999975e-06,4.25963999987e-06,30.049487751
4,27,b->a,128,100,8.46729999921e-06,4.23364999961e-06,30.2339588799
4,27,a->b,256,100,8.77007000099e-06,4.3850350005e-06,58.3803778011
4,27,b->a,256,100,8.81415999856e-06,4.40707999928e-06,58.0883487574
4,27,a->b,512,100,8.83358999999e-06,4.416795e-06,115.921160027
4,27,b->a,512,100,8.80413000004e-06,4.40206500002e-06,116.309050411
4,27,a->b,1024,100,8.95002000107e-06,4.47501000053e-06,228.826304272
4,27,b->a,1024,100,8.91385000159e-06,4.4569250008e-06,229.754819706
4,27,a->b,2048,100,9.27023999793e-06,4.63511999897e-06,441.844008452
4,27,b->a,2048,100,9.24547000068e-06,4.62273500034e-06,443.027774651
4,27,a->b,4096,100,9.52272999939e-06,4.76136499969e-06,860.257510244
4,27,b->a,4096,100,9.50738000029e-06,4.75369000014e-06,861.646426224
4,27,a->b,8192,100,1.03853999985e-05,5.19269999927e-06,1577.59932235
4,27,b->a,8192,100,1.03875500008e-05,5.19377500041e-06,1577.27279279
4,27,a->b,16384,100,1.19529300014e-05,5.97646500069e-06,2741.41988586
4,27,b->a,16384,100,1.20498000001e-05,6.02490000006e-06,2719.38123452
4,27,a->b,32768,100,2.91664399992e-05,1.45832199996e-05,2246.96603362
4,27,b->a,32768,100,2.92110200007e-05,1.46055100004e-05,2243.53685692
4,27,a->b,65536,100,3.441329e-05,1.7206645e-05,3808.76109201
4,27,b->a,65536,100,3.45097000013e-05,1.72548500007e-05,3798.12052829
4,27,a->b,131072,100,4.21197899982e-05,2.10598949991e-05,6223.77272088
4,27,b->a,131072,100,4.17047700012e-05,2.08523850006e-05,6285.70784571
4,27,a->b,262144,100,6.270632e-05,3.135316e-05,8361.00731155
4,27,b->a,262144,100,6.40027600002e-05,3.20013800001e-05,8191.64673521
4,27,a->b,524288,100,9.92061499983e-05,4.96030749991e-05,10569.6673041
4,27,b->a,524288,100,0.00010103265,5.0516325e-05,10378.5855365
4,27,a->b,1048576,100,0.000175034859999,8.75174299995e-05,11981.3390316
4,27,b->a,1048576,100,0.000176913979999,8.84569899995e-05,11854.0773319
4,27,a->b,2097152,100,0.00035216088,0.00017608044,11910.1928641
4,27,b->a,2097152,100,0.000351452549999,0.000175726274999,11934.1970915
4,27,a->b,4194304,100,0.00070907155,0.000354535775,11830.4111905
4,27,b->a,4194304,100,0.00070634513,0.000353172565,11876.0753684
4,27,a->b,8388608,100,0.0014239363,0.00071196815,11782.2798674
4,27,b->a,8388608,100,0.0014220701,0.00071103505,11797.7418975
4,27,a->b,16777216,100,0.00284491818,0.00142245909,11794.5156511
4,27,b->a,16777216,100,0.00284920904,0.00142460452,11776.7533126
4,27,a->b,33554432,100,0.00570123181,0.002850615905,11770.9411293
4,27,b->a,33554432,100,0.00571064941,0.002855324705,11751.5293239
4,28,a->b,1,100,7.52345999899e-06,3.7617299995e-06,0.265835134402
4,28,b->a,1,100,7.52631000069e-06,3.76315500034e-06,0.265734470121
4,28,a->b,2,100,7.53578000058e-06,3.76789000029e-06,0.530801058376
4,28,b->a,2,100,7.46058000004e-06,3.73029000002e-06,0.536151344799
4,28,a->b,4,100,7.50741999809e-06,3.75370999905e-06,1.06561242105
4,28,b->a,4,100,7.50836999941e-06,3.75418499971e-06,1.06547759376
4,28,a->b,8,100,7.43949000025e-06,3.71974500013e-06,2.15068506033
4,28,b->a,8,100,7.44175000136e-06,3.72087500068e-06,2.15003191414
4,28,a->b,16,100,7.42275999983e-06,3.71137999991e-06,4.31106488702
4,28,b->a,16,100,7.51738999952e-06,3.75869499976e-06,4.25679657461
4,28,a->b,32,100,7.55121000111e-06,3.77560500056e-06,8.47546287159
4,28,b->a,32,100,7.51860000037e-06,3.75930000018e-06,8.51222301983
4,28,a->b,64,100,7.60450999906e-06,3.80225499953e-06,16.8321167328
4,28,b->a,64,100,7.563879999e-06,3.7819399995e-06,16.9225318245
4,28,a->b,128,100,8.53661000065e-06,4.26830500032e-06,29.9884848881
4,28,b->a,128,100,8.57920000044e-06,4.28960000022e-06,29.8396120835
4,28,a->b,256,100,8.73629999887e-06,4.36814999944e-06,58.6060460454
4,28,b->a,256,100,8.80112999994e-06,4.40056499997e-06,58.1743480671
4,28,a->b,512,100,8.85853999989e-06,4.42926999995e-06,115.5946691
4,28,b->a,512,100,8.86434999984e-06,4.43217499992e-06,115.518904377
4,28,a->b,1024,100,8.94411000218e-06,4.47205500109e-06,228.977505811
4,28,b->a,1024,100,8.89360000201e-06,4.44680000101e-06,230.277952633
4,28,a->b,2048,100,9.16342999972e-06,4.58171499986e-06,446.994193236
4,28,b->a,2048,100,9.23725999883e-06,4.61862999941e-06,443.421534148
4,28,a->b,4096,100,9.41702000091e-06,4.70851000046e-06,869.91426154
4,28,b->a,4096,100,9.5383300004e-06,4.7691650002e-06,858.850553468
4,28,a->b,8192,100,1.03498299995e-05,5.17491499977e-06,1583.02117047
4,28,b->a,8192,100,1.03123999997e-05,5.15619999987e-06,1588.76692142
4,28,a->b,16384,100,1.19922100021e-05,5.99610500103e-06,2732.44047547
4,28,b->a,16384,100,1.20105199994e-05,6.00525999971e-06,2728.27487915
4,28,a->b,32768,100,2.907435e-05,1.4537175e-05,2254.08306635
4,28,b->a,32768,100,2.90543300002e-05,1.45271650001e-05,2255.6362511
4,28,a->b,65536,100,3.43803200008e-05,1.71901600004e-05,3812.41361328
4,28,b->a,65536,100,3.41959000002e-05,1.70979500001e-05,3832.97412845
4,28,a->b,131072,100,4.16894600016e-05,2.08447300008e-05,6288.01620337
4,28,b->a,131072,100,4.179905e-05,2.0899525e-05,6271.53009458
4,28,a->b,262144,100,5.9342909999e-05,2.96714549995e-05,8834.88861616
4,28,b->a,262144,100,5.9345709999e-05,2.96728549995e-05,8834.47177579
4,28,a->b,524288,100,9.04709499991e-05,4.52354749996e-05,11590.195527
4,28,b->a,524288,100,9.09362599987e-05,4.54681299993e-05,11530.8898784
4,28,a->b,1048576,100,0.00015128901,7.56445050001e-05,13861.8925459
4,28,b->a,1048576,100,0.000149786009999,7.48930049997e-05,14000.9871416
4,28,a->b,2097152,100,0.00027661111,0.000138305555,15163.1798159
4,28,b->a,2097152,100,0.000277507400001,0.000138753700001,15114.2059635
4,28,a->b,4194304,100,0.00053627321,0.000268136605,15642.4148057
4,28,b->a,4194304,100,0.000536814280001,0.000268407140001,15626.648382
4,28,a->b,8388608,100,0.00106775956,0.00053387978,15712.5411268
4,28,b->a,8388608,100,0.00106488256,0.000532441280001,15754.9917993
4,28,a->b,16777216,100,0.00212446262,0.00106223131,15794.3150819
4,28,b->a,16777216,100,0.00211845269,0.001059226345,15839.122657
4,28,a->b,33554432,100,0.00422567243,0.002112836215,15881.2272157
4,28,b->a,33554432,100,0.00423035835,0.002115179175,15863.6357603
4,29,a->b,1,100,7.59750000043e-06,3.79875000021e-06,0.263244488304
4,29,b->a,1,100,7.47620999846e-06,3.73810499923e-06,0.267515225015
4,29,a->b,2,100,7.47225000168e-06,3.73612500084e-06,0.535313994995
4,29,b->a,2,100,7.43984999872e-06,3.71992499936e-06,0.537645248317
4,29,a->b,4,100,7.4239599985e-06,3.71197999925e-06,1.07759201311
4,29,b->a,4,100,7.47300000057e-06,3.73650000029e-06,1.07052054053
4,29,a->b,8,100,7.49260000021e-06,3.7463000001e-06,2.13544030104
4,29,b->a,8,100,7.40888999871e-06,3.70444499936e-06,2.15956776289
4,29,a->b,16,100,7.48669000131e-06,3.74334500066e-06,4.27425203854
4,29,b->a,16,100,7.5006599991e-06,3.75032999955e-06,4.26629123355
4,29,a->b,32,100,7.54570000026e-06,3.77285000013e-06,8.48165180139
4,29,b->a,32,100,7.47731000047e-06,3.73865500023e-06,8.55922785012
4,29,a->b,64,100,7.49410000026e-06,3.74705000013e-06,17.0801030138
4,29,b->a,64,100,7.57771000053e-06,3.78885500027e-06,16.8916466836
4,29,a->b,128,100,8.52419000012e-06,4.26209500006e-06,30.0321790101
4,29,b->a,128,100,8.57439999891e-06,4.28719999945e-06,29.8563164808
4,29,a->b,256,100,8.7617500003e-06,4.38087500015e-06,58.435814761
4,29,b->a,256,100,8.77847999845e-06,4.38923999923e-06,58.3244479785
4,29,a->b,512,100,8.78629999988e-06,4.39314999994e-06,116.545075858
4,29,b->a,512,100,8.79932999851e-06,4.39966499926e-06,116.372496562
4,29,a->b,1024,100,8.93057999974e-06,4.46528999987e-06,229.324411187
4,29,b->a,1024,100,8.92306000196e-06,4.46153000098e-06,229.517676621
4,29,a->b,2048,100,9.17504999961e-06,4.58752499981e-06,446.428084879
4,29,b->a,2048,100,9.17102999892e-06,4.58551499946e-06,446.623770774
4,29,a->b,4096,100,9.45549999869e-06,4.72774999935e-06,866.374068122
4,29,b->a,4096,100,9.41499999954e-06,4.70749999977e-06,870.100902858
4,29,a->b,8192,100,1.02430199991e-05,5.12150999953e-06,1599.52826427
4,29,b->a,8192,100,1.02423699991e-05,5.12118499955e-06,1599.62977333
4,29,a->b,16384,100,1.19216600001e-05,5.96083000005e-06,2748.61051227
4,29,b->a,16384,100,1.18623399999e-05,5.93116999994e-06,2762.35548807
4,29,a->b,32768,100,2.91299599985e-05,1.45649799992e-05,2249.77995175
4,29,b->a,32768,100,2.93008900007e-05,1.46504450004e-05,2236.65561006
4,29,a->b,65536,100,3.40644099992e-05,1.70322049996e-05,3847.76956369
4,29,b->a,65536,100,3.43378599996e-05,1.71689299998e-05,3817.12780009
4,29,a->b,131072,100,4.20916400003e-05,2.10458200002e-05,6227.93504834
4,29,b->a,131072,100,4.20737799982e-05,2.10368899991e-05,6230.57875977
4,29,a->b,262144,100,5.94137500002e-05,2.97068750001e-05,8824.35463168
4,29,b->a,262144,100,5.93279600002e-05,2.96639800001e-05,8837.11491172
4,29,a->b,524288,100,9.00334000016e-05,4.50167000008e-05,11646.5222904
4,29,b->a,524288,100,8.98199199992e-05,4.49099599996e-05,11674.2032281
4,29,a->b,1048576,100,0.000150465430002,7.52327150008e-05,13937.7663027
4,29,b->a,1048576,100,0.00014965478,7.48273900001e-05,14013.2643942
4,29,a->b,2097152,100,0.000277298330002,0.000138649165001,15125.6013694
4,29,b->a,2097152,100,0.00027974094,0.00013987047,14993.5293704
4,29,a->b,4194304,100,0.000537643059999,0.00026882153,15602.5598099
4,29,b->a,4194304,100,0.00053667984,0.00026833992,15630.5629069
4,29,a->b,8388608,100,0.00106792567,0.000533962835,15710.0971269
4,29,b->a,8388608,100,0.00106728582,0.00053364291,15719.515509
4,29,a->b,16777216,100,0.00211843885,0.001059219425,15839.2261358
4,29,b->a,16777216,100,0.00212295395,0.001061476975,15805.5392582
4,29,a->b,33554432,100,0.00423735563,0.002118677815,15837.4396345
4,29,b->a,33554432,100,0.00423503344,0.00211751672,15846.1237558
4,30,a->b,1,100,7.50512000195e-06,3.75256000098e-06,0.266484746344
4,30,b->a,1,100,7.53312000143e-06,3.76656000071e-06,0.265494244035
4,30,a->b,2,100,7.64378999975e-06,3.82189499987e-06,0.52330061398
4,30,b->a,2,100,7.52440000042e-06,3.76220000021e-06,0.531603848782
4,30,a->b,4,100,7.52014999989e-06,3.76007499995e-06,1.06380856766
4,30,b->a,4,100,7.49694999968e-06,3.74847499984e-06,1.06710062097
4,30,a->b,8,100,7.51032999915e-06,3.75516499957e-06,2.13039906393
4,30,b->a,8,100,7.48292000026e-06,3.74146000013e-06,2.13820273362
4,30,a->b,16,100,7.46144000004e-06,3.73072000002e-06,4.28871638716
4,30,b->a,16,100,7.48322000163e-06,3.74161000082e-06,4.27623402667
4,30,a->b,32,100,7.51565000201e-06,3.757825001e-06,8.51556418712
4,30,b->a,32,100,7.50506000031e-06,3.75253000016e-06,8.52758005897
4,30,a->b,64,100,7.58106999911e-06,3.79053499955e-06,16.8841601535
4,30,b->a,64,100,7.6061599998e-06,3.8030799999e-06,16.8284653496
4,30,a->b,128,100,8.54082999922e-06,4.27041499961e-06,29.9736676674
4,30,b->a,128,100,8.50385999911e-06,4.25192999955e-06,30.1039763151
4,30,a->b,256,100,8.78219000015e-06,4.39109500007e-06,58.2998090444
4,30,b->a,256,100,8.74152000051e-06,4.37076000026e-06,58.571049425
4,30,a->b,512,100,8.82717999957e-06,4.41358999979e-06,116.005338064
4,30,b->a,512,100,8.77306999882e-06,4.38653499941e-06,116.720828642
4,30,a->b,1024,100,8.90271999879e-06,4.45135999939e-06,230.042054594
4,30,b->a,1024,100,9.03206999965e-06,4.51603499982e-06,226.74757836
4,30,a->b,2048,100,9.29589000179e-06,4.6479450009e-06,440.624835192
4,30,b->a,2048,100,9.27322999814e-06,4.63661499907e-06,441.701543132
4,30,a->b,4096,100,9.53845999902e-06,4.76922999951e-06,858.838848288
4,30,b->a,4096,100,9.51157999907e-06,4.75578999954e-06,861.265951693
4,30,a->b,8192,100,1.03412099998e-05,5.17060499988e-06,1584.34071065
4,30,b->a,8192,100,1.02046999996e-05,5.10234999979e-06,1605.53470466
4,30,a->b,16384,100,1.18542299992e-05,5.92711499962e-06,2764.24533707
4,30,b->a,16384,100,1.18623399999e-05,5.93116999994e-06,2762.35548807
4,30,a->b,32768,100,2.8982880001e-05,1.44914400005e-05,2261.19695482
4,30,b->a,32768,100,2.91517100004e-05,1.45758550002e-05,2248.10139779
4,30,a->b,65536,100,3.41740199997e-05,1.70870099998e-05,3835.42819959
4,30,b->a,65536,100,3.42244499984e-05,1.71122249992e-05,3829.77666569
4,30,a->b,131072,100,4.17332500001e-05,2.08666250001e-05,6281.41829355
4,30,b->a,131072,100,4.21143499989e-05,2.10571749994e-05,6224.57665871
4,30,a->b,262144,100,6.27413000007e-05,3.13706500003e-05,8356.34581997
4,30,b->a,262144,100,6.18925499998e-05,3.09462749999e-05,8470.9387479
4,30,a->b,524288,100,9.90101699995e-05,4.95050849997e-05,10590.5888254
4,30,b->a,524288,100,9.89677300004e-05,4.94838650002e-05,10595.130352
4,30,a->b,1048576,100,0.000174802920001,8.74014600004e-05,11997.2366594
4,30,b->a,1048576,100,0.00017507258,8.75362900001e-05,11978.7576101
4,30,a->b,2097152,100,0.000345670009999,0.000172835005,12133.8382812
4,30,b->a,2097152,100,0.00034927441,0.000174637205,12008.6209579
4,30,a->b,4194304,100,0.000704518730001,0.000352259365001,11906.8630013
4,30,b->a,4194304,100,0.00070531177,0.000352655885,11893.4751365
4,30,a->b,8388608,100,0.00141281118,0.00070640559,11875.0589162
4,30,b->a,8388608,100,0.00140461572,0.00070230786,11944.3458884
4,30,a->b,16777216,100,0.00281956643,0.001409783215,11900.5644425
4,30,b->a,16777216,100,0.00282442553,0.001412212765,11880.090887
4,30,a->b,33554432,100,0.00565837028,0.00282918514,11860.1047085
4,30,b->a,33554432,100,0.00565817367,0.002829086835,11860.5168229
4,31,a->b,1,100,7.52685999942e-06,3.76342999971e-06,0.265715052513
4,31,b->a,1,100,7.51598999841e-06,3.75799499921e-06,0.266099342924
4,31,a->b,2,100,7.48869000063e-06,3.74434500031e-06,0.534138814621
4,31,b->a,2,100,7.4613799984e-06,3.7306899992e-06,0.536093859428
4,31,a->b,4,100,7.4708499983e-06,3.73542499915e-06,1.07082862082
4,31,b->a,4,100,7.50957000037e-06,3.75478500018e-06,1.06530733446
4,31,a->b,8,100,7.55010000148e-06,3.77505000074e-06,2.11917722902
4,31,b->a,8,100,7.49915999904e-06,3.74957999952e-06,2.1335722937
4,31,a->b,16,100,7.47967000052e-06,3.73983500026e-06,4.27826361294
4,31,b->a,16,100,7.51128000047e-06,3.75564000024e-06,4.26025923651
4,31,a->b,32,100,7.41144000131e-06,3.70572000065e-06,8.63529894173
4,31,b->a,32,100,7.39967000072e-06,3.69983500036e-06,8.64903434798
4,31,a->b,64,100,7.54659999984e-06,3.77329999992e-06,16.961280577
4,31,b->a,64,100,7.50808000021e-06,3.7540400001e-06,17.0482999644
4,31,a->b,128,100,8.52779999832e-06,4.26389999916e-06,30.0194657532
4,31,b->a,128,100,8.47321000037e-06,4.23660500019e-06,30.2128709177
4,31,a->b,256,100,8.72749000109e-06,4.36374500055e-06,58.6652061401
4,31,b->a,256,100,8.78219000015e-06,4.39109500007e-06,58.2998090444
4,31,a->b,512,100,8.79291000047e-06,4.39645500023e-06,116.457464019
4,31,b->a,512,100,8.88659000111e-06,4.44329500056e-06,115.229801293
4,31,a->b,1024,100,8.96786000112e-06,4.48393000056e-06,228.371094079
4,31,b->a,1024,100,8.9670400007e-06,4.48352000035e-06,228.391977714
4,31,a->b,2048,100,9.27304000015e-06,4.63652000008e-06,441.710593283
4,31,b->a,2048,100,9.23524999962e-06,4.61762499981e-06,443.518042302
4,31,a->b,4096,100,9.47522999923e-06,4.73761499961e-06,864.57004217
4,31,b->a,4096,100,9.42320999911e-06,4.71160499956e-06,869.342824873
4,31,a->b,8192,100,1.02924099997e-05,5.14620499985e-06,1591.85263709
4,31,b->a,8192,100,1.02845499987e-05,5.14227499934e-06,1593.06921568
4,31,a->b,16384,100,1.20174500012e-05,6.00872500058e-06,2726.70158784
4,31,b->a,16384,100,1.18971199981e-05,5.94855999907e-06,2754.28002787
4,31,a->b,32768,100,2.90850799979e-05,1.4542539999e-05,2253.25149543
4,31,b->a,32768,100,2.92073199989e-05,1.46036599995e-05,2243.82106959
4,31,a->b,65536,100,3.46337099995e-05,1.73168549998e-05,3784.52091912
4,31,b->a,65536,100,3.44288400015e-05,1.72144200008e-05,3807.04084117
4,31,a->b,131072,100,4.16271400013e-05,2.08135700007e-05,6297.42999379
4,31,b->a,131072,100,4.21179600016e-05,2.10589800008e-05,6224.04313955
4,31,a->b,262144,100,6.16730399997e-05,3.08365199999e-05,8501.08896857
4,31,b->a,262144,100,6.38839299995e-05,3.19419649998e-05,8206.88395351
4,31,a->b,524288,100,9.86795299991e-05,4.93397649996e-05,10626.074121
4,31,b->a,524288,100,9.92112799986e-05,4.96056399993e-05,10569.1207695
4,31,a->b,1048576,100,0.00017489199,8.74459950001e-05,11991.1266376
4,31,b->a,1048576,100,0.00017526034,8.76301699998e-05,11965.9245212
4,31,a->b,2097152,100,0.000347429820001,0.000173714910001,12072.3776675
4,31,b->a,2097152,100,0.000349597520001,0.00017479876,11997.5221792
4,31,a->b,4194304,100,0.000701766510001,0.000350883255001,11953.5598813
4,31,b->a,4194304,100,0.00070253439,0.000351267195,11940.4944717
4,31,a->b,8388608,100,0.00141328399,0.000706641995,11871.0861502
4,31,b->a,8388608,100,0.00141016137,0.000705080685,11897.3731354
4,31,a->b,16777216,100,0.00282791898,0.00141395949,11865.4148995
4,31,b->a,16777216,100,0.0028263073,0.00141315365,11872.1810611
4,31,a->b,33554432,100,0.00567568868,0.00283784434,11823.9156134
4,31,b->a,33554432,100,0.00566894324,0.00283447162,11837.9848164
5,6,a->b,1,100,1.76220999947e-06,8.81104999735e-07,1.13493851505
5,6,b->a,1,100,9.48429999426e-07,4.74214999713e-07,2.10874814294
5,6,a->b,2,100,9.46029999795e-07,4.73014999898e-07,4.22819572409
5,6,b->a,2,100,9.47529999848e-07,4.73764999924e-07,4.22150222224
5,6,a->b,4,100,9.40320001064e-07,4.70160000532e-07,8.50774203564
5,6,b->a,4,100,9.414200008e-07,4.707100004e-07,8.49780118672
5,6,a->b,8,100,9.57749998634e-07,4.78874999317e-07,16.7058209583
5,6,b->a,8,100,9.48839999637e-07,4.74419999819e-07,16.8626955083
5,6,a->b,16,100,9.48530000642e-07,4.74265000321e-07,33.7364131639
5,6,b->a,16,100,9.70470000539e-07,4.85235000269e-07,32.9737137493
5,6,a->b,32,100,1.06015000028e-06,5.30075000142e-07,60.3688157174
5,6,b->a,32,100,1.12317000003e-06,5.61585000014e-07,56.9815789225
5,6,a->b,64,100,1.27016000079e-06,6.35080000393e-07,100.774705487
5,6,b->a,64,100,1.3633399999e-06,6.81669999949e-07,93.8870714639
5,6,a->b,128,100,1.35070999931e-06,6.75354999657e-07,189.529951011
5,6,b->a,128,100,1.36945000122e-06,6.8472500061e-07,186.936361146
5,6,a->b,256,100,1.53025999907e-06,7.65129999536e-07,334.583665724
5,6,b->a,256,100,1.45372000134e-06,7.26860000668e-07,352.199873104
5,6,a->b,512,100,1.64086999803e-06,8.20434999014e-07,624.059188864
5,6,b->a,512,100,1.5533099986e-06,7.76654999299e-07,659.237371113
5,6,a->b,1024,100,1.77493000137e-06,8.87465000687e-07,1153.84831989
5,6,b->a,1024,100,1.70228999878e-06,8.51144999388e-07,1203.08525661
5,6,a->b,2048,100,2.23892999884e-06,1.11946499942e-06,1829.44531634
5,6,b->a,2048,100,2.13383000073e-06,1.06691500037e-06,1919.55310339
5,6,a->b,4096,100,3.53545000053e-06,1.76772500026e-06,2317.10249014
5,6,b->a,4096,100,3.30398999949e-06,1.65199499975e-06,2479.42639089
5,6,a->b,8192,100,4.29700999803e-06,2.14850499901e-06,3812.88384424
5,6,b->a,8192,100,4.14623000097e-06,2.07311500048e-06,3951.54151993
5,6,a->b,16384,100,6.54657000041e-06,3.2732850002e-06,5005.36922357
5,6,b->a,16384,100,6.48554999998e-06,3.24277499999e-06,5052.46278266
5,6,a->b,32768,100,1.12714000011e-05,5.63570000054e-06,5814.36201304
5,6,b->a,32768,100,1.13036699986e-05,5.6518349993e-06,5797.76302813
5,6,a->b,65536,100,2.080836e-05,1.040418e-05,6299.00674535
5,6,b->a,65536,100,2.12808800006e-05,1.06404400003e-05,6159.14379462
5,6,a->b,131072,100,3.94400100004e-05,1.97200050002e-05,6646.6514587
5,6,b->a,131072,100,3.92461399997e-05,1.96230699999e-05,6679.48491245
5,6,a->b,262144,100,7.67098200004e-05,3.83549100002e-05,6834.69209024
5,6,b->a,262144,100,7.66732500006e-05,3.83366250003e-05,6837.95195842
5,6,a->b,524288,100,0.0001423404,7.11702000001e-05,7366.67875037
5,6,b->a,524288,100,0.000142999689999,7.14998449996e-05,7332.71519684
5,6,a->b,1048576,100,0.000272201359999,0.000136100679999,7704.41411465
5,6,b->a,1048576,100,0.000273710490001,0.000136855245,7661.93506137
5,6,a->b,2097152,100,0.000539062799999,0.000269531399999,7780.73352494
5,6,b->a,2097152,100,0.00054013428,0.00027006714,7765.2986587
5,6,a->b,4194304,100,0.00107602245,0.000538011225,7795.94143227
5,6,b->a,4194304,100,0.0010726974,0.0005363487,7820.10658365
5,6,a->b,8388608,100,0.00217053976,0.00108526988,7729.51332622
5,6,b->a,8388608,100,0.00217213676,0.00108606838,7723.83042769
5,6,a->b,16777216,100,0.0028137105,0.00140685525,11925.3320482
5,6,b->a,16777216,100,0.00281243874,0.00140621937,11930.7245782
5,6,a->b,33554432,100,0.00381182462,0.00190591231,17605.4437678
5,6,b->a,33554432,100,0.0038160563,0.00190802815,17585.9208367
5,7,a->b,1,100,1.75979999995e-06,8.79899999973e-07,1.13649278331
5,7,b->a,1,100,9.75279999693e-07,4.87639999847e-07,2.05069313492
5,7,a->b,2,100,9.54750000801e-07,4.77375000401e-07,4.18957842016
5,7,b->a,2,100,9.6486999837e-07,4.82434999185e-07,4.1456362067
5,7,a->b,4,100,9.56349999797e-07,4.78174999898e-07,8.36513828797
5,7,b->a,4,100,9.48930000959e-07,4.7446500048e-07,8.43054808249
5,7,a->b,8,100,9.47139999425e-07,4.73569999713e-07,16.89296198
5,7,b->a,8,100,9.53440001012e-07,4.76720000506e-07,16.781339133
5,7,a->b,16,100,9.83809998161e-07,4.9190499908e-07,32.5266058079
5,7,b->a,16,100,9.81089999641e-07,4.9054499982e-07,32.6167833855
5,7,a->b,32,100,1.12568000077e-06,5.62840000384e-07,56.8545234492
5,7,b->a,32,100,1.16835999961e-06,5.84179999805e-07,54.7776370479
5,7,a->b,64,100,1.3633399999e-06,6.81669999949e-07,93.8870714639
5,7,b->a,64,100,1.38989000106e-06,6.94945000532e-07,92.093618849
5,7,a->b,128,100,1.3812799989e-06,6.90639999448e-07,185.335341281
5,7,b->a,128,100,1.34170000138e-06,6.70850000688e-07,190.80271278
5,7,a->b,256,100,1.58928000019e-06,7.94640000095e-07,322.158461655
5,7,b->a,256,100,1.51172999949e-06,7.55864999746e-07,338.68481817
5,7,a->b,512,100,1.67775000136e-06,8.38875000682e-07,610.341230319
5,7,b->a,512,100,1.5882699995e-06,7.94134999751e-07,644.726652472
