src_rank,dst_rank,method,direction,locality,msg_bytes,iters,avg_rtt_seconds,latency_seconds,bandwidth_MBps,send_call_total_seconds
0,1,isend,b->a,intranode,8388608,100,0.00228541453,0.001142707265,7340.99472099,3.89270000198e-05
0,1,bsend,a->b,intranode,8388608,100,0.0028005102,0.0014002551,5990.77125304,0.0946370320001
0,1,bsend,b->a,intranode,8388608,100,0.00281728843,0.001408644215,5955.09349392,0.0888494770001
0,1,ssend,a->b,intranode,8388608,100,0.00225863816,0.00112931908,7428.02291094,0.114157941
0,1,ssend,b->a,intranode,8388608,100,0.0022656445,0.00113282225,7405.05229307,0.113441703
0,1,send,a->b,intranode,16777216,100,0.00288699463,0.001443497315,11622.6167002,0.141515921
0,1,send,b->a,intranode,16777216,100,0.00302559929,0.001512799645,11090.1771133,0.147329521
0,1,isend,a->b,intranode,16777216,100,0.00311149379,0.001555746895,10784.0266652,3.38349998685e-05
0,1,isend,b->a,intranode,16777216,100,0.00309300961,0.001546504805,10848.4732448,3.13709999773e-05
0,1,bsend,a->b,intranode,16777216,100,0.00438786696,0.00219393348,7647.09420452,0.128077765
0,1,bsend,b->a,intranode,16777216,100,0.00441734749,0.002208673745,7596.05896434,0.131229042
0,1,ssend,a->b,intranode,16777216,100,0.0045049751,0.00225248755,7448.30576311,0.225636034
0,1,ssend,b->a,intranode,16777216,100,0.00449924839,0.002249624195,7457.78607702,0.224586722
0,1,send,a->b,intranode,33554432,100,0.0043075938,0.0021537969,15579.1996915,0.215151724
0,1,send,b->a,intranode,33554432,100,0.00437519242,0.00218759621,15338.494301,0.213248216
0,1,isend,a->b,intranode,33554432,100,0.00438284099,0.002191420495,15311.726835,4.37769999735e-05
0,1,isend,b->a,intranode,33554432,100,0.00438951098,0.00219475549,15288.4602193,3.40100000074e-05
0,1,bsend,a->b,intranode,33554432,100,0.00729034615,0.003645173075,9205.16839931,0.193707266
0,1,bsend,b->a,intranode,33554432,100,0.00731099457,0.003655497285,9179.17026985,0.194052281
0,1,ssend,a->b,intranode,33554432,100,0.00841633666,0.00420816833,7973.64301252,0.4209632
0,1,ssend,b->a,intranode,33554432,100,0.00839671453,0.004198357265,7992.27647436,0.420970754
0,2,send,a->b,internode,1,100,3.93228999997e-06,1.96614499998e-06,0.508609487097,2.09019999602e-05
0,2,send,b->a,internode,1,100,3.91014000002e-06,1.95507000001e-06,0.511490637162,2.20950000198e-05
0,2,isend,a->b,internode,1,100,3.81427000008e-06,1.90713500004e-06,0.524346729508,2.20009998486e-05
0,2,isend,b->a,internode,1,100,3.82727999977e-06,1.91363999988e-06,0.5225643277,2.30150000391e-05
0,2,bsend,a->b,internode,1,100,4.06053000006e-06,2.03026500003e-06,0.492546539484,3.15940000348e-05
0,2,bsend,b->a,internode,1,100,4.22004000001e-06,2.11002e-06,0.473929157069,3.7204000165e-05
0,2,ssend,a->b,internode,1,100,7.46031000006e-06,3.73015500003e-06,0.268085374466,0.000514315999993
0,2,ssend,b->a,internode,1,100,7.44034000007e-06,3.72017000004e-06,0.268804920203,0.000513934000168
0,2,send,a->b,internode,2,100,3.90282999973e-06,1.95141499987e-06,1.02489731817,2.45150000922e-05
0,2,send,b->a,internode,2,100,3.90754000023e-06,1.95377000011e-06,1.02366194582,2.68439999047e-05
0,2,isend,a->b,internode,2,100,3.91235999984e-06,1.95617999992e-06,1.0224008016,2.12900000065e-05
0,2,isend,b->a,internode,2,100,3.92436999988e-06,1.96218499994e-06,1.01927188316,2.54079999422e-05
0,2,bsend,a->b,internode,2,100,3.99802000004e-06,1.99901000002e-06,1.00049524514,3.20990000375e-05
0,2,bsend,b->a,internode,2,100,4.00431999992e-06,2.00215999996e-06,0.998921165161,3.1618999941e-05
0,2,ssend,a->b,internode,2,100,7.45910999996e-06,3.72955499998e-06,0.536257006536,0.000513032000043
0,2,ssend,b->a,internode,2,100,7.44676000011e-06,3.72338000005e-06,0.53714635626,0.000514298000041
0,2,send,a->b,internode,4,100,3.82118000005e-06,1.91059000002e-06,2.09359412535,2.10299999992e-05
0,2,send,b->a,internode,4,100,3.84101000009e-06,1.92050500004e-06,2.0827855173,2.23809999795e-05
0,2,isend,a->b,internode,4,100,3.87939000007e-06,1.93969500003e-06,2.06217987876,2.14319999259e-05
0,2,isend,b->a,internode,4,100,3.8348999999e-06,1.91744999995e-06,2.08610394018,2.3349000088e-05
0,2,bsend,a->b,internode,4,100,4.02788000002e-06,2.01394000001e-06,1.98615648926,3.2078000288e-05
0,2,bsend,b->a,internode,4,100,3.99140000013e-06,1.99570000007e-06,2.00430926485,3.19109999509e-05
0,2,ssend,a->b,internode,4,100,7.49157000001e-06,3.74578500001e-06,1.06786694912,0.000515147000101
0,2,ssend,b->a,internode,4,100,7.45737999978e-06,3.72868999989e-06,1.07276282022,0.000513788999996
0,2,send,a->b,internode,8,100,3.82008000003e-06,1.91004000001e-06,4.18839396031,2.25730001659e-05
0,2,send,b->a,internode,8,100,3.81104999974e-06,1.90552499987e-06,4.19831804912,2.23019999055e-05
0,2,isend,a->b,internode,8,100,3.90073000005e-06,1.95036500003e-06,4.10179633037,2.18420000238e-05
