system,distributor,mode,expected_us,duration_s,nodes,world_size,workers,max_upper_fanout,total_tasks,elapsed_s,throughput_tasks_per_s
aurora,naive,uniform,1000,20,32,224,223,-1,4416741,20.0058,220773
aurora,hierarchical,uniform,1000,20,32,224,223,0,3813562,20.0107,190576
aurora,hierarchical,uniform,1000,20,32,224,223,-1,3812326,20.0087,190534
aurora,lockfree_rma,uniform,1000,20,32,224,223,-1,3433069,20.0001,171653
aurora,hierarchical_lockfree_rma,uniform,1000,20,32,224,223,0,3648763,20.0002,182436
aurora,hierarchical_lockfree_rma,uniform,1000,20,32,224,223,-1,3648458,20.0002,182421
aurora,naive,uniform,10000,20,32,224,223,-1,446573,20.0518,22271
aurora,hierarchical,uniform,10000,20,32,224,223,0,383292,20.097,19072.1
aurora,hierarchical,uniform,10000,20,32,224,223,-1,382880,20.0917,19056.6
aurora,lockfree_rma,uniform,10000,20,32,224,223,-1,436643,20.0002,21831.9
aurora,hierarchical_lockfree_rma,uniform,10000,20,32,224,223,0,378187,20.0002,18909.1
aurora,hierarchical_lockfree_rma,uniform,10000,20,32,224,223,-1,378441,20.0002,18921.9
aurora,naive,uniform,100000,20,32,224,223,-1,45787,20.5665,2226.29
aurora,hierarchical,uniform,100000,20,32,224,223,0,39636,20.9535,1891.61
aurora,hierarchical,uniform,100000,20,32,224,223,-1,39370,20.9668,1877.73
aurora,lockfree_rma,uniform,100000,20,32,224,223,-1,44260,20,2213
aurora,hierarchical_lockfree_rma,uniform,100000,20,32,224,223,0,37861,20.0002,1893.03
aurora,hierarchical_lockfree_rma,uniform,100000,20,32,224,223,-1,37543,20.0001,1877.14
aurora,naive,uniform,1000000,20,32,224,223,-1,5484,25.9189,211.583
aurora,hierarchical,uniform,1000000,20,32,224,223,0,5308,30.0137,176.853
aurora,hierarchical,uniform,1000000,20,32,224,223,-1,5344,30.3125,176.297
aurora,lockfree_rma,uniform,1000000,20,32,224,223,-1,4202,20,210.1
aurora,hierarchical_lockfree_rma,uniform,1000000,20,32,224,223,0,3335,20.0001,166.749
aurora,hierarchical_lockfree_rma,uniform,1000000,20,32,224,223,-1,3421,20,171.05
