system,distributor,mode,expected_us,duration_s,nodes,world_size,workers,max_upper_fanout,total_tasks,elapsed_s,throughput_tasks_per_s
frontier,hierarchical,fixed,1000,20,128,1152,1151,0,20400334,20.0101,1.0195e+06
frontier,hierarchical,fixed,10000,20,128,1152,1151,0,2053148,20.0887,102204
frontier,hierarchical,fixed,100000,20,128,1152,1151,0,211250,20.802,10155.3
frontier,hierarchical,fixed,1000000,20,128,1152,1151,0,27110,28.0033,968.1
frontier,hierarchical,uniform,10,20,128,1152,1151,0,17959076,20.0084,897579
frontier,hierarchical,uniform,100,20,128,1152,1151,0,9687620,20.0116,484100
frontier,hierarchical,uniform,1000,20,128,1152,1151,0,20401216,20.0104,1.01953e+06
frontier,hierarchical,uniform,10000,20,128,1152,1151,0,2053442,20.0991,102166
frontier,hierarchical,uniform,100000,20,128,1152,1151,0,212034,20.9789,10107
frontier,hierarchical,uniform,1000000,20,128,1152,1151,0,28724,30.5299,940.848
frontier,lockfree_rma,fixed,10,20,128,1152,1151,-1,5918163,20.0002,295906
frontier,lockfree_rma,fixed,100,20,128,1152,1151,-1,7726373,20.0004,386310
frontier,lockfree_rma,fixed,1000,20,128,1152,1151,-1,7634530,20.0004,381719
frontier,lockfree_rma,fixed,10000,20,128,1152,1151,-1,2193507,20.0006,109672
frontier,lockfree_rma,fixed,100000,20,128,1152,1151,-1,229049,20.0002,11452.4
frontier,lockfree_rma,fixed,1000000,20,128,1152,1151,-1,21869,20.0001,1093.44
frontier,lockfree_rma,uniform,10,20,128,1152,1151,-1,5479292,20.0005,273958
frontier,lockfree_rma,uniform,100,20,128,1152,1151,-1,7560306,20.0003,378010
frontier,lockfree_rma,uniform,1000,20,128,1152,1151,-1,8512730,20.0007,425621
frontier,lockfree_rma,uniform,10000,20,128,1152,1151,-1,2221369,20.0007,111064
frontier,lockfree_rma,uniform,100000,20,128,1152,1151,-1,228117,20.0002,11405.7
frontier,lockfree_rma,uniform,1000000,20,128,1152,1151,-1,21672,20.0001,1083.59
frontier,hierarchical_lockfree_rma,fixed,10,20,128,1152,1151,-1,58435328,20.0009,2.92164e+06
frontier,hierarchical_lockfree_rma,fixed,100,20,128,1152,1151,-1,59838904,20.0009,2.99181e+06
frontier,hierarchical_lockfree_rma,fixed,1000,20,128,1152,1151,-1,18447768,20.0002,922381
frontier,hierarchical_lockfree_rma,fixed,10000,20,128,1152,1151,-1,2020600,20.0007,101026
frontier,hierarchical_lockfree_rma,fixed,100000,20,128,1152,1151,-1,202720,20.0003,10135.9
frontier,hierarchical_lockfree_rma,fixed,1000000,20,128,1152,1151,-1,19264,20.0001,963.196
frontier,hierarchical_lockfree_rma,uniform,10,20,128,1152,1151,-1,58675367,20.0009,2.93364e+06
frontier,hierarchical_lockfree_rma,uniform,100,20,128,1152,1151,-1,59081064,20.0003,2.95401e+06
frontier,hierarchical_lockfree_rma,uniform,1000,20,128,1152,1151,-1,18542660,20.0001,927127
frontier,hierarchical_lockfree_rma,uniform,10000,20,128,1152,1151,-1,2011359,20.0007,100564
frontier,hierarchical_lockfree_rma,uniform,100000,20,128,1152,1151,-1,200285,20.0002,10014.1
frontier,hierarchical_lockfree_rma,uniform,1000000,20,128,1152,1151,-1,16902,20.0004,845.085
frontier,hierarchical_lockfree_rma,fixed,10,20,128,1152,1151,0,38719276,20.0005,1.93591e+06
frontier,hierarchical_lockfree_rma,fixed,100,20,128,1152,1151,0,38276733,20.0003,1.91381e+06
frontier,hierarchical_lockfree_rma,fixed,1000,20,128,1152,1151,0,19099136,20.0006,954929
frontier,hierarchical_lockfree_rma,fixed,10000,20,128,1152,1151,0,2027772,20.0007,101385
frontier,hierarchical_lockfree_rma,fixed,100000,20,128,1152,1151,0,203577,20.0002,10178.8
frontier,hierarchical_lockfree_rma,fixed,1000000,20,128,1152,1151,0,19437,20.0002,971.839
frontier,hierarchical_lockfree_rma,uniform,10,20,128,1152,1151,0,38535422,20.0006,1.92672e+06
frontier,hierarchical_lockfree_rma,uniform,100,20,128,1152,1151,0,37849394,20.0007,1.8924e+06
frontier,hierarchical_lockfree_rma,uniform,1000,20,128,1152,1151,0,19368672,20.001,968387
frontier,hierarchical_lockfree_rma,uniform,10000,20,128,1152,1151,0,2023697,20.0008,101181
frontier,hierarchical_lockfree_rma,uniform,100000,20,128,1152,1151,0,201687,20.0003,10084.2
frontier,hierarchical_lockfree_rma,uniform,1000000,20,128,1152,1151,0,18235,20.0001,911.744
frontier,naive,fixed,10,20,128,7168,7167,-1,11323860,20.0491,564805
frontier,naive,fixed,100,20,128,7168,7167,-1,12810825,20.0601,638623
frontier,naive,fixed,1000,20,128,7168,7167,-1,5427879,20.1273,269678
frontier,naive,fixed,10000,20,128,7168,7167,-1,4737522,20.1004,235692
frontier,naive,fixed,100000,20,128,7168,7167,-1,1454901,20.3356,71544.5
frontier,naive,fixed,1000000,20,128,7168,7167,-1,164841,23.0361,7155.76
frontier,naive,uniform,10,20,128,7168,7167,-1,11409864,20.0243,569800
frontier,naive,uniform,100,20,128,7168,7167,-1,12977254,20.0547,647092
frontier,naive,uniform,1000,20,128,7168,7167,-1,5432823,20.1317,269863
frontier,naive,uniform,10000,20,128,7168,7167,-1,4710864,20.0978,234397
frontier,naive,uniform,100000,20,128,7168,7167,-1,1460540,20.5138,71197.9
frontier,naive,uniform,1000000,20,128,7168,7167,-1,176059,25.9355,6788.34
frontier,hierarchical,fixed,10,20,128,7168,7167,-1,33632790,20.0204,1.67993e+06
frontier,hierarchical,fixed,100,20,128,7168,7167,-1,23578232,20.0195,1.17776e+06
frontier,hierarchical,fixed,1000,20,128,7168,7167,-1,25927528,20.0219,1.29496e+06
frontier,hierarchical,fixed,10000,20,128,7168,7167,-1,14110600,20.0799,702721
frontier,hierarchical,fixed,100000,20,128,7168,7167,-1,1445424,20.8031,69481.1
frontier,hierarchical,fixed,1000000,20,128,7168,7167,-1,178336,28.0031,6368.44
frontier,hierarchical,uniform,10,20,128,7168,7167,-1,34388218,20.0195,1.71773e+06
frontier,hierarchical,uniform,100,20,128,7168,7167,-1,23551354,20.021,1.17633e+06
frontier,hierarchical,uniform,1000,20,128,7168,7167,-1,25687886,20.0217,1.283e+06
frontier,hierarchical,uniform,10000,20,128,7168,7167,-1,14115750,20.092,702555
frontier,hierarchical,uniform,100000,20,128,7168,7167,-1,1450034,20.9547,69198.6
frontier,hierarchical,uniform,1000000,20,128,7168,7167,-1,190776,30.3229,6291.47
frontier,hierarchical,fixed,10,20,128,7168,7167,0,34873688,20.0429,1.73995e+06
frontier,hierarchical,fixed,100,20,128,7168,7167,0,19227272,20.0604,958470
frontier,hierarchical,fixed,1000,20,128,7168,7167,0,10199086,20.0968,507498
frontier,hierarchical,fixed,10000,20,128,7168,7167,0,14111430,20.0776,702845
frontier,hierarchical,fixed,100000,20,128,7168,7167,0,1450546,20.8032,69727.1
frontier,hierarchical,fixed,1000000,20,128,7168,7167,0,183526,28.0035,6553.68
frontier,hierarchical,uniform,10,20,128,7168,7167,0,35100696,20.0445,1.75114e+06
frontier,hierarchical,uniform,100,20,128,7168,7167,0,19340696,20.0544,964413
frontier,hierarchical,uniform,1000,20,128,7168,7167,0,10163246,20.0818,506093
frontier,hierarchical,uniform,10000,20,128,7168,7167,0,14125948,20.0979,702859
frontier,hierarchical,uniform,100000,20,128,7168,7167,0,1457254,20.9302,69624.5
frontier,hierarchical,uniform,1000000,20,128,7168,7167,0,197164,30.176,6533.8
frontier,lockfree_rma,fixed,10,20,128,7168,7167,-1,8374210,20.0005,418700
frontier,lockfree_rma,fixed,100,20,128,7168,7167,-1,7905082,20.0013,395228
frontier,lockfree_rma,fixed,1000,20,128,7168,7167,-1,9100298,20.0027,454953
frontier,lockfree_rma,fixed,10000,20,128,7168,7167,-1,7747113,20.0011,387333
frontier,lockfree_rma,fixed,100000,20,128,7168,7167,-1,1403312,20.0007,70163.1
frontier,lockfree_rma,fixed,1000000,20,128,7168,7167,-1,136173,20.0002,6808.57
frontier,lockfree_rma,uniform,10,20,128,7168,7167,-1,8312990,20.0003,415643
frontier,lockfree_rma,uniform,100,20,128,7168,7167,-1,7945607,20.0014,397252
frontier,lockfree_rma,uniform,1000,20,128,7168,7167,-1,9132012,20.0053,456480
frontier,lockfree_rma,uniform,10000,20,128,7168,7167,-1,9322759,20.0011,466112
frontier,lockfree_rma,uniform,100000,20,128,7168,7167,-1,1418477,20.0008,70921.1
frontier,lockfree_rma,uniform,1000000,20,128,7168,7167,-1,133687,20.0001,6684.31
frontier,hierarchical_lockfree_rma,fixed,10,20,128,7168,7167,-1,208000000,20.001,1.03995e+07
frontier,hierarchical_lockfree_rma,fixed,100,20,128,7168,7167,-1,213043869,20.0013,1.06515e+07
frontier,hierarchical_lockfree_rma,fixed,1000,20,128,7168,7167,-1,120826137,20.0008,6.04106e+06
frontier,hierarchical_lockfree_rma,fixed,10000,20,128,7168,7167,-1,13799825,20.0018,689931
frontier,hierarchical_lockfree_rma,fixed,100000,20,128,7168,7167,-1,1400368,20.0016,70012.9
frontier,hierarchical_lockfree_rma,fixed,1000000,20,128,7168,7167,-1,133432,20.0003,6671.51
frontier,hierarchical_lockfree_rma,uniform,10,20,128,7168,7167,-1,207994663,20.0021,1.03986e+07
frontier,hierarchical_lockfree_rma,uniform,100,20,128,7168,7167,-1,211657900,20.0018,1.05819e+07
frontier,hierarchical_lockfree_rma,uniform,1000,20,128,7168,7167,-1,122501239,20.0005,6.1249e+06
frontier,hierarchical_lockfree_rma,uniform,10000,20,128,7168,7167,-1,13745336,20.0017,687207
frontier,hierarchical_lockfree_rma,uniform,100000,20,128,7168,7167,-1,1387951,20.0015,69392.3
frontier,hierarchical_lockfree_rma,uniform,1000000,20,128,7168,7167,-1,121041,20.0003,6051.96
frontier,hierarchical_lockfree_rma,fixed,10,20,128,7168,7167,0,226751695,20.0009,1.13371e+07
frontier,hierarchical_lockfree_rma,fixed,100,20,128,7168,7167,0,227390227,20.0016,1.13686e+07
frontier,hierarchical_lockfree_rma,fixed,1000,20,128,7168,7167,0,123357281,20.0012,6.16748e+06
frontier,hierarchical_lockfree_rma,fixed,10000,20,128,7168,7167,0,13845789,20.0016,692233
frontier,hierarchical_lockfree_rma,fixed,100000,20,128,7168,7167,0,1400761,20.0013,70033.3
frontier,hierarchical_lockfree_rma,fixed,1000000,20,128,7168,7167,0,133741,20.0002,6686.97
frontier,hierarchical_lockfree_rma,uniform,10,20,128,7168,7167,0,227077539,20.0012,1.13532e+07
frontier,hierarchical_lockfree_rma,uniform,100,20,128,7168,7167,0,224423489,20.0005,1.12209e+07
frontier,hierarchical_lockfree_rma,uniform,1000,20,128,7168,7167,0,125834205,20.0013,6.29129e+06
frontier,hierarchical_lockfree_rma,uniform,10000,20,128,7168,7167,0,13791149,20.0015,689504
frontier,hierarchical_lockfree_rma,uniform,100000,20,128,7168,7167,0,1390583,20.0013,69524.7
frontier,hierarchical_lockfree_rma,uniform,1000000,20,128,7168,7167,0,127187,20.0003,6359.24
