system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker,exclude_root_node
frontier,probe,2,18,9,4,5,1228985,245797,27310.8,1
frontier,noprobe,2,18,9,4,5,1968157,393631,43736.8,1
frontier,oneway,2,18,9,4,5,2530842,506168,56240.9,1
