system,mode,nodes,world_size,workers,payload_bytes,duration_s,completed,completed_per_s,completed_per_s_per_worker
frontier,probe,512,4608,4607,4,5,7295764,1.45915e+06,316.725
frontier,noprobe,512,4608,4607,4,5,7311072,1.46221e+06,317.39
frontier,oneway,512,4608,4607,4,5,5273033,1.05461e+06,228.914
